x,y,z,r,g,b
0.488623,-0.978389,2.783941,254,255,255
0.490353,-0.955063,2.717569,222,217,250
0.510837,-0.968532,2.755896,255,255,255
0.529742,-0.978389,2.783941,255,255,255
0.548283,-0.987094,2.808712,255,255,255
0.549695,-0.965291,2.746673,220,219,239
0.566631,-0.971141,2.763319,252,255,255
0.556981,-0.932220,2.652572,255,255,255
0.554276,-0.906439,2.579214,255,255,255
0.555111,-0.887474,2.525249,255,255,255
0.562010,-0.878821,2.500627,255,255,255
0.565364,-0.865114,2.461625,255,255,255
0.574040,-0.859955,2.446946,255,255,255
0.583650,-0.856381,2.436775,255,255,255
0.592131,-0.851325,2.422390,255,255,255
0.588426,-0.829295,2.359706,255,255,255
0.587543,-0.812018,2.310546,255,255,255
0.586695,-0.795447,2.263392,255,255,255
0.587470,-0.781650,2.224135,255,255,255
0.592638,-0.774098,2.202646,255,255,255
0.609700,-0.782074,2.225341,255,255,255
0.619984,-0.781227,2.222930,255,255,255
0.636096,-0.787627,2.241141,255,255,255
0.657180,-0.799858,2.275945,255,255,255
0.675125,-0.807924,2.298896,255,255,255
0.693828,-0.816616,2.323629,255,255,255
0.710093,-0.822203,2.339526,255,255,255
0.724503,-0.825498,2.348901,255,255,255
0.728561,-0.817079,2.324946,255,255,255
0.739169,-0.816154,2.322314,255,255,255
0.750178,-0.815693,2.321001,255,255,255
0.762036,-0.816154,2.322314,255,255,255
0.775225,-0.818006,2.327583,255,255,255
0.779171,-0.810194,2.305353,255,255,255
0.784351,-0.803871,2.287363,255,255,255
0.791641,-0.799858,2.275945,255,255,255
0.802401,-0.799415,2.274683,255,255,255
0.815862,-0.801637,2.281006,255,255,255
0.834982,-0.809284,2.302766,255,255,255
0.847270,-0.810194,2.305353,255,255,255
0.826578,-0.779959,2.219323,255,255,255
0.794126,-0.739561,2.104374,255,255,255
0.666507,-0.604926,1.721279,98,94,102
0.673286,-0.603408,1.716958,58,54,60
0.680600,-0.602400,1.714089,53,49,45
0.690193,-0.603408,1.716958,52,50,47
0.699231,-0.603913,1.718396,54,51,49
0.708284,-0.604419,1.719836,51,49,46
0.717353,-0.604926,1.721279,51,48,46
0.725219,-0.604419,1.719836,50,50,46
0.733686,-0.604419,1.719836,53,51,50
0.741531,-0.603913,1.718396,53,51,46
0.749364,-0.603408,1.716958,50,52,50
0.757817,-0.603408,1.716958,53,50,49
0.766270,-0.603408,1.716958,52,47,49
0.775372,-0.603913,1.718396,53,50,49
0.785147,-0.604926,1.721279,52,50,43
0.792956,-0.604419,1.719836,51,47,46
0.802769,-0.605434,1.722724,50,49,48
0.811251,-0.605434,1.722724,50,48,47
0.819045,-0.604926,1.721279,50,49,45
0.826825,-0.604419,1.719836,49,47,45
0.833895,-0.603408,1.716958,49,47,45
0.841643,-0.602903,1.715522,51,46,43
0.849379,-0.602400,1.714089,45,48,44
0.854961,-0.600393,1.708380,50,46,44
0.861937,-0.599395,1.705540,48,47,43
0.868889,-0.598400,1.702709,49,46,45
0.875818,-0.597409,1.699888,48,46,47
0.881995,-0.595928,1.695673,50,47,44
0.885222,-0.592500,1.685920,45,47,47
0.889139,-0.589593,1.677649,47,45,41
0.893017,-0.586715,1.669459,49,46,42
0.899042,-0.585286,1.665393,47,46,43
0.903574,-0.582920,1.658662,45,47,41
0.906610,-0.579640,1.649328,45,45,45
0.916203,-0.580574,1.651984,47,49,44
0.923592,-0.580106,1.650655,48,45,42
0.901968,-0.561583,1.597947,47,43,44
0.925696,-0.571373,1.625804,46,41,40
0.886856,-0.516158,1.468693,46,44,43
1.104923,-0.617885,1.758153,42,41,38
1.105056,-0.613157,1.744698,44,42,37
1.094108,-0.602400,1.714089,41,40,38
1.098875,-0.600393,1.708380,41,40,36
1.108209,-0.600894,1.709804,41,41,37
1.118491,-0.601897,1.712658,40,38,33
1.129752,-0.603408,1.716958,39,37,36
1.140113,-0.604419,1.719836,40,37,38
-2.089627,-0.768617,2.218124,255,255,255
-2.083210,-0.770283,2.222930,255,255,255
-2.083553,-0.774478,2.235038,255,255,255
-2.088475,-0.780429,2.252211,255,255,255
-2.091159,-0.785603,2.267143,255,255,255
-2.090392,-0.789529,2.278472,255,255,255
-2.082643,-0.790846,2.282274,255,255,255
-2.078342,-0.793494,2.289916,255,255,255
-2.078668,-0.797947,2.302766,255,255,255
-2.083701,-0.804266,2.321001,255,255,255
-2.086436,-0.809762,2.336862,255,255,255
-2.090406,-0.815801,2.354291,255,255,255
-2.090811,-0.820509,2.367876,255,255,255
-2.091220,-0.825271,2.381619,255,255,255
-2.101449,-0.833984,2.406762,255,255,255
-2.099450,-0.837915,2.418108,255,255,255
-2.097433,-0.841884,2.429561,255,255,255
-2.084237,-0.841386,2.428124,255,255,255
-2.069834,-0.840391,2.425254,255,255,255
-2.050622,-0.837422,2.416684,255,255,255
-2.032738,-0.834963,2.409588,244,252,249
-2.023251,-0.835945,2.412421,97,128,145
-2.020879,-0.839895,2.423821,25,27,37
-2.016090,-0.842882,2.432442,23,23,30
-2.008878,-0.844885,2.438223,26,29,45
-2.001631,-0.846898,2.444031,40,44,57
-1.995541,-0.849428,2.451332,93,82,92
-1.990607,-0.852483,2.460149,196,206,197
-1.998868,-0.861261,2.485481,190,169,174
-2.008529,-0.870754,2.512877,255,255,255
-2.010935,-0.877200,2.531480,255,255,255
-2.015882,-0.884843,2.553534,171,197,201
-2.020916,-0.892619,2.575976,117,131,129
-2.010758,-0.893741,2.579214,118,120,123
-2.006890,-0.897691,2.590612,115,116,117
-2.001718,-0.901104,2.600462,98,106,103
-1.995237,-0.903968,2.608728,75,79,80
-1.988715,-0.906851,2.617047,50,54,55
-1.979618,-0.908589,2.622063,28,31,36
-1.970486,-0.910334,2.627099,21,20,22
-1.960062,-0.911501,2.630467,30,26,30
-1.947111,-0.911501,2.630467,49,46,47
-1.934161,-0.911501,2.630467,61,60,56
-1.923677,-0.912671,2.633844,72,70,70
-1.911937,-0.913257,2.635536,73,78,77
-1.900182,-0.913844,2.637229,73,78,81
-1.887198,-0.913844,2.637229,80,81,91
-1.877835,-0.915610,2.642324,85,88,107
-1.864826,-0.915610,2.642324,112,116,147
-1.850625,-0.915021,2.640624,215,193,219
-1.835262,-0.913844,2.637229,255,255,255
-1.826975,-0.916200,2.644027,236,255,255
-1.812790,-0.915610,2.642324,227,215,233
-1.805594,-0.918567,2.650859,255,255,255
-1.798352,-0.921544,2.659449,255,255,255
-1.794563,-0.926347,2.673309,255,255,255
-1.779084,-0.925141,2.669830,255,255,255
-1.761355,-0.922740,2.662900,255,255,255
-1.747112,-0.922141,2.661173,255,255,255
-1.734010,-0.922141,2.661173,255,255,255
-1.722025,-0.922740,2.662900,255,255,255
-1.708915,-0.922740,2.662900,255,255,255
-1.696905,-0.923339,2.664629,255,255,255
-1.684881,-0.923939,2.666361,255,255,255
-1.673929,-0.925141,2.669830,255,255,255
-1.665118,-0.927555,2.676796,255,255,255
-1.648713,-0.925743,2.671568,255,255,255
-1.630253,-0.922740,2.662900,255,255,255
-1.612956,-0.920351,2.656006,255,255,255
-1.598845,-0.919755,2.654288,255,255,255
-1.588861,-0.921544,2.659449,255,255,255
-1.578837,-0.923339,2.664629,255,255,255
-1.571842,-0.926950,2.675051,255,255,255
-1.569930,-0.933645,2.694372,255,255,255
-1.565918,-0.939195,2.710389,255,255,255
-1.562898,-0.945440,2.728410,255,255,255
-1.557751,-0.950496,2.743001,255,255,255
-1.549425,-0.953683,2.752199,255,255,255
-1.540006,-0.956249,2.759603,255,255,255
-1.534677,-0.961421,2.774529,255,255,255
-1.522046,-0.962072,2.776407,255,255,255
-1.510421,-0.963375,2.780169,255,255,255
-1.497748,-0.964028,2.782054,255,255,255
-1.488087,-0.966650,2.789619,255,255,255
-1.483429,-0.972601,2.806792,255,255,255
-1.484844,-0.982683,2.835887,255,255,255
-1.475983,-0.986090,2.845721,255,255,255
-1.458937,-0.984043,2.839813,255,255,255
-1.441962,-0.982004,2.833929,255,255,255
-1.422117,-0.977952,2.822234,255,255,255
-1.403397,-0.974600,2.812563,255,255,255
-1.390503,-0.975269,2.814492,255,255,255
-1.378537,-0.976609,2.818358,255,255,255
-1.358132,-0.971936,2.804873,255,255,255
-1.349859,-0.975938,2.816424,255,255,255
-1.337829,-0.977280,2.820295,255,255,255
-1.326680,-0.979299,2.826122,255,255,255
-1.316392,-0.982004,2.833929,255,255,255
-1.309676,-0.987460,2.849673,255,255,255
-1.304707,-0.994365,2.869601,255,255,255
-1.294199,-0.997154,2.877650,255,255,255
-1.282730,-0.999256,2.883717,255,255,255
-1.261441,-0.993670,2.867595,232,252,255
-1.251696,-0.997154,2.877650,255,254,255
-1.240138,-0.999256,2.883717,255,255,255
-1.227666,-1.000663,2.887775,255,255,255
-1.215159,-1.002073,2.891846,255,255,255
-1.205168,-1.005617,2.902071,251,255,255
-1.197656,-1.011338,2.918584,255,255,255
-1.191764,-1.018583,2.939491,255,255,255
-1.180675,-1.021510,2.947938,255,255,255
-1.168680,-1.023716,2.954304,255,255,255
-1.158305,-1.027415,2.964978,255,255,255
-1.148687,-1.031888,2.977888,255,255,255
-1.138156,-1.035646,2.988732,255,255,255
-1.127548,-1.039431,2.999656,255,255,255
-1.120149,-1.046315,3.019521,255,255,255
-1.114302,-1.054853,3.044161,255,255,255
-1.114193,-1.069129,3.085360,255,255,255
-1.113232,-1.082972,3.125308,255,255,255
-1.106271,-1.091283,3.149293,255,255,255
-1.100053,-1.100574,3.176106,255,255,255
-1.093728,-1.110025,3.203379,255,255,255
-1.090729,-1.123177,3.241334,255,255,255
-1.085056,-1.133925,3.272352,255,255,255
-1.073224,-1.138464,3.285451,255,255,255
-1.062151,-1.143960,3.301311,255,255,255
-1.050971,-1.149508,3.317323,255,255,255
-1.046483,-1.162667,3.355298,255,255,255
-1.037599,-1.171286,3.380172,255,255,255
-1.024333,-1.175159,3.391346,255,255,255
-1.010141,-1.178079,3.399776,255,255,255
-0.990940,-1.175159,3.391346,255,255,255
-0.978286,-1.180035,3.405418,255,255,255
-0.973640,-1.194909,3.448344,255,255,255
-0.965588,-1.206058,3.480516,255,255,255
-0.956566,-1.216375,3.510290,253,255,255
-0.936880,-1.213261,3.501305,255,255,255
-0.908786,-1.198939,3.459974,255,255,255
-0.888008,-1.193906,3.445448,255,255,255
-0.863074,-1.182980,3.413918,255,255,255
-0.840671,-1.175159,3.391346,255,255,255
-0.819235,-1.168399,3.371840,255,255,255
-0.798697,-1.162667,3.355298,255,255,255
-0.775205,-1.152303,3.325388,255,255,255
-0.751525,-1.141205,3.293362,255,255,255
-0.725414,-1.125845,3.249033,255,255,255
-0.703845,-1.117001,3.223511,255,255,255
-0.685283,-1.112631,3.210899,255,255,255
-0.666866,-1.108295,3.198386,255,255,255
-0.650106,-1.106570,3.193408,255,255,255
-0.634878,-1.107431,3.195895,255,255,255
-0.617701,-1.104850,3.188445,255,255,255
-0.583417,-1.070739,3.090007,249,255,255
-0.553614,-1.043244,3.010660,255,255,255
-0.541573,-1.048630,3.026201,255,255,255
-0.529799,-1.054853,3.044161,255,255,255
-0.521780,-1.069129,3.085360,202,211,230
-0.503937,-1.063532,3.069207,211,209,255
-0.489559,-1.065125,3.073805,255,255,255
-0.473716,-1.063532,3.069207,255,255,255
-0.462759,-1.073164,3.097003,255,255,255
-0.449547,-1.078045,3.111091,255,255,255
-0.433901,-1.077229,3.108734,255,255,255
-0.418279,-1.076413,3.106381,255,255,255
-0.404210,-1.079683,3.115816,255,255,255
-0.390649,-1.084624,3.130075,255,255,255
-0.381052,-1.101427,3.178566,255,255,255
-0.368544,-1.110892,3.205882,255,255,255
-0.355538,-1.119639,3.231125,255,255,255
-0.341512,-1.125845,3.249033,255,255,255
-0.326810,-1.130320,3.261947,255,255,255
-0.312490,-1.136644,3.280199,255,255,255
-0.298488,-1.144881,3.303969,255,255,255
-0.283591,-1.150438,3.320007,255,255,255
-0.268768,-1.156991,3.338917,255,255,255
-0.252741,-1.158877,3.344360,255,255,255
-0.236083,-1.157933,3.341636,255,255,255
-0.221799,-1.169360,3.374613,255,255,255
-0.206715,-1.178079,3.399776,255,255,255
-0.190926,-1.183965,3.416760,255,255,255
-0.173815,-1.181997,3.411080,248,255,255
-0.158470,-1.192904,3.442558,254,254,255
-0.141166,-1.189910,3.433916,255,255,255
-0.124260,-1.189910,3.433916,255,255,255
-0.107714,-1.193906,3.445448,255,255,255
-0.090448,-1.189910,3.433916,250,245,255
-0.073480,-1.188915,3.431044,255,255,255
-0.056306,-1.182980,3.413918,255,255,255
-0.038979,-1.167440,3.369071,255,255,255
-0.022120,-1.153238,3.328085,255,255,255
-0.005707,-1.147653,3.311968,248,252,255
0.010464,-1.133021,3.269744,255,255,255
0.026393,-1.125845,3.249033,255,255,255
0.042289,-1.123177,3.241334,255,255,255
0.057790,-1.114375,3.215932,255,255,255
0.073222,-1.108295,3.198386,255,255,255
0.088417,-1.101427,3.178566,255,255,255
0.103425,-1.094643,3.158991,255,255,255
0.118521,-1.090446,3.146878,255,255,255
0.132893,-1.081325,3.120554,251,252,255
0.146805,-1.070739,3.090007,255,255,255
0.161410,-1.066723,3.078416,255,255,255
0.176832,-1.068326,3.083042,255,255,255
0.193171,-1.074786,3.101685,214,221,240
0.208600,-1.075599,3.104031,225,236,250
0.222870,-1.070739,3.090007,255,255,255
0.236304,-1.062737,3.066913,255,255,255
0.250280,-1.057992,3.053221,253,254,255
0.263353,-1.050179,3.030671,188,189,199
0.278685,-1.051732,3.035155,255,255,255
0.290832,-1.041716,3.006248,255,255,255
0.303630,-1.034892,2.986557,255,255,255
0.315123,-1.024454,2.956433,237,242,251
0.323846,-1.006328,2.904125,186,185,198
0.342752,-1.020044,2.943708,255,255,255
0.355714,-1.015673,2.931092,255,255,255
0.368827,-1.012058,2.920661,255,255,255
0.375195,-0.990900,2.859602,225,229,244
0.387653,-0.986774,2.847695,212,211,237
0.406183,-0.997854,2.879670,255,255,255
0.418891,-0.994365,2.869601,255,255,255
0.431209,-0.990210,2.857611,255,255,255
0.438259,-0.974600,2.812563,209,210,230
0.452106,-0.974600,2.812563,255,255,255
0.467234,-0.977280,2.820295,255,255,255
0.477183,-0.969286,2.797225,255,255,255
0.488623,-0.964682,2.783941,254,255,255
0.490029,-0.941060,2.715770,224,218,246
0.511524,-0.956249,2.759603,255,255,255
0.532269,-0.969286,2.797225,255,255,255
0.552443,-0.980650,2.830020,255,255,255
0.549328,-0.951132,2.744836,216,217,237
0.562465,-0.950496,2.743001,255,255,255
0.554473,-0.915021,2.640624,255,255,255
0.554974,-0.894866,2.582460,255,255,255
0.555795,-0.876119,2.528361,255,255,255
0.563040,-0.868096,2.505207,255,255,255
0.569119,-0.858661,2.477977,255,255,255
0.577483,-0.852995,2.461625,255,255,255
0.585040,-0.846394,2.442577,255,255,255
0.593182,-0.840888,2.426688,255,255,255
0.590123,-0.820036,2.366510,255,255,255
0.589534,-0.803357,2.318378,255,255,255
0.587019,-0.784736,2.264641,255,255,255
0.585249,-0.767787,2.215729,255,255,255
0.589159,-0.758774,2.189717,255,255,255
0.607723,-0.768617,2.218124,255,255,255
0.619984,-0.770283,2.222930,255,255,255
0.633674,-0.773635,2.232606,255,255,255
0.653195,-0.783871,2.262144,255,255,255
0.670617,-0.791287,2.283544,255,255,255
0.690310,-0.801094,2.311847,255,255,255
0.708075,-0.808381,2.332876,255,255,255
0.722435,-0.811611,2.342197,255,255,255
0.724864,-0.801546,2.313150,255,255,255
0.734183,-0.799293,2.306649,255,255,255
0.747220,-0.801094,2.311847,255,255,255
0.761605,-0.804266,2.321001,255,255,255
0.776546,-0.807922,2.331551,255,255,255
0.777860,-0.797500,2.301475,255,255,255
0.780869,-0.789091,2.277208,255,255,255
0.788144,-0.785169,2.265891,255,255,255
0.799300,-0.785169,2.265891,255,255,255
0.812699,-0.787343,2.272165,255,255,255
0.830322,-0.793494,2.289916,255,255,255
0.840190,-0.792168,2.286089,255,255,255
0.791690,-0.726964,2.097919,255,255,255
0.656380,-0.594955,1.716958,208,196,208
0.667627,-0.597455,1.724172,91,87,96
0.673850,-0.595453,1.718396,55,56,57
0.681170,-0.594457,1.715522,50,50,49
0.690771,-0.595453,1.718396,53,51,45
0.699817,-0.595952,1.719836,47,48,45
0.708284,-0.595952,1.719836,49,48,45
0.717353,-0.596452,1.721279,53,52,48
0.725219,-0.595952,1.719836,54,51,50
0.733686,-0.595952,1.719836,54,51,49
0.742153,-0.595952,1.719836,52,51,45
0.750620,-0.595952,1.719836,54,48,47
0.758452,-0.595453,1.718396,55,51,50
0.766912,-0.595453,1.718396,51,48,47
0.776022,-0.595952,1.719836,50,50,48
0.785807,-0.596953,1.722724,48,49,48
0.793622,-0.596452,1.721279,49,49,47
0.802769,-0.596953,1.722724,48,48,48
0.811251,-0.596953,1.722724,48,49,46
0.819045,-0.596452,1.721279,45,44,42
0.826133,-0.595453,1.718396,40,38,40
0.833895,-0.594955,1.716958,43,43,41
0.841643,-0.594457,1.715522,47,47,46
0.848670,-0.593465,1.712658,50,48,46
0.854961,-0.591982,1.708380,48,48,49
0.861937,-0.590998,1.705540,44,46,47
0.868889,-0.590017,1.702709,49,47,42
0.875093,-0.588552,1.698481,48,47,39
0.881267,-0.587094,1.694273,50,48,43
0.884495,-0.583720,1.684536,48,45,45
0.887687,-0.580384,1.674910,49,45,43
0.893017,-0.578495,1.669459,47,47,44
0.899042,-0.577087,1.665393,49,45,46
0.904305,-0.575219,1.660004,50,46,42
0.908070,-0.572440,1.651984,47,45,44
0.914730,-0.571520,1.649328,43,46,45
0.925827,-0.573364,1.654649,46,46,42
0.919148,-0.564263,1.628385,45,44,42
0.946700,-0.576151,1.662694,47,45,43
1.107771,-0.610800,1.762684,42,38,37
1.111673,-0.608187,1.755145,45,41,39
1.097777,-0.595952,1.719836,41,39,36
1.099791,-0.592476,1.709804,39,39,36
1.108209,-0.592476,1.709804,41,39,38
1.117558,-0.592970,1.711230,40,37,36
1.125983,-0.592970,1.711230,38,36,35
1.136303,-0.593961,1.714089,38,39,38
-2.085118,-0.756062,2.213338,175,173,174
-2.080956,-0.758517,2.220524,233,238,218
-2.080154,-0.762229,2.231391,255,255,255
-2.081620,-0.766816,2.244819,255,255,255
-2.080812,-0.770610,2.255926,255,255,255
-2.077702,-0.773587,2.264641,255,255,255
-2.068836,-0.774441,2.267143,255,255,255
-2.065663,-0.777448,2.275945,255,255,255
-2.065916,-0.781784,2.288639,255,255,255
-2.071982,-0.788380,2.307947,255,255,255
-2.076973,-0.794637,2.326264,255,255,255
-2.082045,-0.800994,2.344874,255,255,255
-2.081203,-0.805134,2.356995,255,255,255
-2.083963,-0.810722,2.373354,255,255,255
-2.094079,-0.819251,2.398322,255,255,255
-2.095746,-0.824552,2.413841,255,255,255
-2.092477,-0.827962,2.423821,255,255,255
-2.084237,-0.829431,2.428124,255,255,255
-2.069834,-0.828451,2.425254,255,255,255
-2.051830,-0.826010,2.418108,255,255,255
-2.033932,-0.823584,2.411004,254,255,253
-2.024441,-0.824552,2.413841,98,132,143
-2.020879,-0.827962,2.423821,29,27,35
-2.016090,-0.830906,2.432442,25,25,34
-2.006494,-0.831893,2.435329,26,29,43
-1.999250,-0.833872,2.441124,48,46,59
-1.994350,-0.836859,2.449868,102,86,98
-1.989415,-0.839868,2.458675,223,224,212
-1.996449,-0.847997,2.482474,190,173,180
-2.007300,-0.857857,2.511340,255,255,255
-2.008456,-0.863672,2.528361,255,255,255
-2.013376,-0.871186,2.550360,181,202,215
-2.018382,-0.878833,2.572746,123,130,133
-2.010758,-0.881043,2.579214,115,125,127
-2.005624,-0.884378,2.588977,114,117,116
-2.000450,-0.887738,2.598815,102,107,110
-1.995237,-0.891125,2.608728,72,83,82
-1.988715,-0.893966,2.617047,54,56,57
-1.979618,-0.895680,2.622063,27,31,40
-1.970486,-0.897400,2.627099,22,20,24
-1.958806,-0.897975,2.628782,30,25,29
-1.947111,-0.898551,2.630467,46,47,46
-1.932922,-0.897975,2.628782,61,59,62
-1.922443,-0.899127,2.632154,73,69,63
-1.910710,-0.899704,2.633844,79,75,76
-1.898961,-0.900282,2.635536,77,79,85
-1.885986,-0.900282,2.635536,78,80,94
-1.876626,-0.902020,2.640624,84,90,113
-1.864826,-0.902601,2.642324,114,120,149
-1.851817,-0.902601,2.642324,217,211,235
-1.836443,-0.901440,2.638926,255,255,255
-1.826975,-0.903182,2.644027,242,255,255
-1.813958,-0.903182,2.644027,229,223,241
-1.804429,-0.904932,2.649147,255,255,255
-1.799518,-0.909040,2.661173,255,255,255
-1.794563,-0.913185,2.673309,255,255,255
-1.777927,-0.911404,2.668094,255,255,255
-1.760213,-0.909040,2.661173,255,255,255
-1.745979,-0.908450,2.659449,255,255,255
-1.732886,-0.908450,2.659449,255,255,255
-1.720908,-0.909040,2.661173,255,255,255
-1.707806,-0.909040,2.661173,255,255,255
-1.696905,-0.910220,2.664629,255,255,255
-1.685977,-0.911404,2.668094,255,255,255
-1.673929,-0.911997,2.669830,255,255,255
-1.661866,-0.912591,2.671568,255,255,255
-1.648713,-0.912591,2.671568,255,255,255
-1.630253,-0.909630,2.662900,255,255,255
-1.614001,-0.907862,2.657726,255,255,255
-1.597812,-0.906102,2.652572,255,255,255
-1.587832,-0.907862,2.657726,255,255,255
-1.575768,-0.908450,2.659449,255,255,255
-1.570819,-0.913185,2.673309,255,255,255
-1.573029,-0.922197,2.699690,255,255,255
-1.567990,-0.927076,2.713974,255,255,255
-1.562898,-0.932007,2.728410,255,255,255
-1.556710,-0.936365,2.741168,255,255,255
-1.548386,-0.939503,2.750355,255,255,255
-1.540006,-0.942663,2.759603,255,255,255
-1.534677,-0.947761,2.774529,255,255,255
-1.524108,-0.949688,2.780169,255,255,255
-1.514525,-0.952268,2.787724,255,255,255
-1.503865,-0.954213,2.793417,255,255,255
-1.497247,-0.958782,2.806792,255,255,255
-1.491590,-0.964057,2.822234,255,255,255
-1.493099,-0.974106,2.851653,255,255,255
-1.485252,-0.978185,2.863593,255,255,255
-1.464003,-0.973430,2.849673,255,255,255
-1.444956,-0.970062,2.839813,255,255,255
-1.428010,-0.968052,2.833929,255,255,255
-1.414058,-0.968052,2.833929,255,255,255
-1.403984,-0.970733,2.841779,255,255,255
-1.397737,-0.976141,2.857611,255,255,255
-1.376956,-0.971406,2.843749,255,255,255
-1.367694,-0.974784,2.853636,255,255,255
-1.355530,-0.976141,2.857611,255,255,255
-1.342396,-0.976822,2.859602,255,255,255
-1.328318,-0.976822,2.859602,255,255,255
-1.316992,-0.978868,2.865593,255,255,255
-1.313895,-0.987140,2.889809,255,255,255
-1.303339,-0.989929,2.897972,255,255,255
-1.290894,-0.991329,2.902071,255,255,255
-1.267642,-0.984367,2.881692,235,246,255
-1.256101,-0.986445,2.887775,255,255,255
-1.245389,-0.989230,2.895927,255,255,255
-1.232872,-0.990628,2.900021,255,255,255
-1.220319,-0.992030,2.904125,255,255,255
-1.208587,-0.994141,2.910304,246,255,255
-1.200217,-0.999101,2.924825,255,255,255
-1.193473,-1.005552,2.943708,255,255,255
-1.182374,-1.008445,2.952179,255,255,255
-1.169522,-1.009898,2.956433,255,255,255
-1.158305,-1.012817,2.964978,247,255,255
-1.148687,-1.017227,2.977888,255,255,255
-1.138156,-1.020932,2.988732,255,255,255
-1.128372,-1.025413,3.001850,255,255,255
-1.124285,-1.035258,3.030671,255,255,255
-1.118451,-1.043737,3.055495,255,255,255
-1.117554,-1.057118,3.094667,255,255,255
-1.117488,-1.071666,3.137255,255,255,255
-1.112246,-1.081589,3.166303,255,255,255
-1.107769,-1.092548,3.198386,255,255,255
-1.101467,-1.101996,3.226045,255,255,255
-1.097665,-1.114260,3.261947,255,255,255
-1.092022,-1.124991,3.293362,255,255,255
-1.081014,-1.130435,3.309298,255,255,255
-1.067303,-1.133176,3.317323,255,255,255
-1.056094,-1.138700,3.333492,255,255,255
-1.052507,-1.152746,3.374613,255,255,255
-1.045349,-1.163269,3.405418,255,255,255
-1.032869,-1.168116,3.419608,255,255,255
-1.018580,-1.171044,3.428178,253,255,255
-0.998366,-1.167143,3.416760,255,255,255
-0.985647,-1.172023,3.431044,255,255,255
-0.981060,-1.186908,3.474622,255,255,255
-0.973848,-1.199092,3.510290,255,255,255
-0.963158,-1.207355,3.534478,240,248,255
-0.942509,-1.203210,3.522343,255,255,255
-0.918858,-1.195004,3.498320,255,255,255
-0.898571,-1.190942,3.486431,255,255,255
-0.871777,-1.177932,3.448344,255,255,255
-0.847677,-1.168116,3.419608,255,255,255
-0.822615,-1.156551,3.385750,255,255,255
-0.799351,-1.147086,3.358044,255,255,255
-0.773951,-1.134093,3.320007,255,255,255
-0.751525,-1.124991,3.293362,255,255,255
-0.725989,-1.110728,3.251608,255,255,255
-0.705508,-1.103732,3.231125,255,255,255
-0.686896,-1.099403,3.218454,255,255,255
-0.668429,-1.095109,3.205882,255,255,255
-0.650613,-1.091697,3.195895,255,255,255
-0.635869,-1.093400,3.200881,255,255,255
-0.618181,-1.089999,3.190925,255,255,255
-0.579057,-1.047638,3.066913,251,253,255
-0.554835,-1.030691,3.017301,255,255,255
-0.542372,-1.035258,3.030671,255,255,255
-0.530193,-1.040638,3.046421,255,255,255
-0.517114,-1.044515,3.057771,196,206,226
-0.503937,-1.048421,3.069207,199,194,228
-0.491399,-1.053939,3.085360,255,255,255
-0.475494,-1.052357,3.080728,255,255,255
-0.464864,-1.062729,3.111091,255,255,255
-0.454022,-1.073307,3.142059,253,255,255
-0.438217,-1.072486,3.139655,255,255,255
-0.420508,-1.066772,3.122929,255,255,255
-0.405441,-1.067585,3.125308,255,255,255
-0.392145,-1.073307,3.142059,255,255,255
-0.383130,-1.091697,3.195895,255,255,255
-0.370279,-1.100266,3.220980,255,255,255
-0.356661,-1.107219,3.241334,255,255,255
-0.342597,-1.113375,3.259356,255,255,255
-0.328114,-1.118706,3.274963,255,255,255
-0.313492,-1.124089,3.290721,255,255,255
-0.299210,-1.131347,3.311968,255,255,255
-0.284281,-1.136853,3.328085,255,255,255
-0.269206,-1.142412,3.344360,255,255,255
-0.253360,-1.145212,3.352556,255,255,255
-0.236855,-1.145212,3.352556,255,255,255
-0.222531,-1.156551,3.385750,255,255,255
-0.207058,-1.163269,3.405418,255,255,255
-0.191244,-1.169090,3.422459,255,255,255
-0.174395,-1.169090,3.422459,249,247,255
-0.158603,-1.176943,3.445448,255,255,255
-0.141284,-1.173986,3.436791,255,255,255
-0.124260,-1.173003,3.433916,255,255,255
-0.107354,-1.173003,3.433916,255,255,255
-0.090071,-1.168116,3.419608,254,251,255
-0.073113,-1.166172,3.413918,255,255,255
-0.055980,-1.159420,3.394151,255,255,255
-0.038820,-1.146148,3.355298,255,255,255
-0.022048,-1.133176,3.317323,255,255,255
-0.005684,-1.126800,3.298657,255,255,255
0.010455,-1.116034,3.267141,255,255,255
0.026393,-1.109849,3.249033,255,255,255
0.042255,-1.106345,3.238776,255,255,255
0.057836,-1.099403,3.218454,255,255,255
0.073279,-1.093400,3.200881,255,255,255
0.088417,-1.085778,3.178566,255,255,255
0.103425,-1.079091,3.158991,255,255,255
0.118612,-1.075778,3.149293,255,255,255
0.133400,-1.070030,3.132465,250,252,255
0.147249,-1.058715,3.099342,255,255,255
0.161775,-1.053939,3.085360,255,255,255
0.177365,-1.056322,3.092335,255,255,255
0.194199,-1.065151,3.118183,221,220,239
0.210189,-1.068399,3.127690,255,253,254
0.224561,-1.063535,3.113451,255,255,255
0.238262,-1.056322,3.092335,255,255,255
0.252535,-1.052357,3.080728,253,255,255
0.265312,-1.042961,3.053221,186,188,199
0.280971,-1.045294,3.060051,255,254,255
0.293411,-1.036023,3.032911,255,255,255
0.306531,-1.029933,3.015084,255,255,255
0.317180,-1.016490,2.975728,241,242,249
